date,S,K,T,type,price
2023-02-08,3417.010000,4100.412000,0.246575,P,633.405193
2023-02-08,3417.010000,2733.608000,0.493151,C,750.197883
2023-02-08,3417.010000,2733.608000,0.493151,P,0.216071
2023-02-08,3417.010000,3075.309000,0.493151,C,425.763251
2023-02-08,3417.010000,3075.309000,0.493151,P,9.159962
2023-02-08,3417.010000,3417.010000,0.493151,C,166.014669
2023-02-08,3417.010000,3417.010000,0.493151,P,82.789903
2023-02-08,3417.010000,3758.711000,0.493151,C,38.292321
2023-02-08,3417.010000,3758.711000,0.493151,P,288.446079
2023-02-08,3417.010000,4100.412000,0.493151,C,5.038414
2023-02-08,3417.010000,4100.412000,0.493151,P,588.570696
2023-02-09,3445.700000,2756.560000,0.082192,C,700.445083
2023-02-09,3445.700000,2756.560000,0.082192,P,0.000000
2023-02-09,3445.700000,3101.130000,0.082192,C,357.348095
2023-02-09,3445.700000,3101.130000,0.082192,P,0.059877
2023-02-09,3445.700000,3445.700000,0.082192,C,58.688273
2023-02-09,3445.700000,3445.700000,0.082192,P,44.556919
2023-02-09,3445.700000,3790.270000,0.082192,C,0.325580
2023-02-09,3445.700000,3790.270000,0.082192,P,329.351091
2023-02-09,3445.700000,4134.840000,0.082192,C,0.000024
2023-02-09,3445.700000,4134.840000,0.082192,P,672.182399
2023-02-09,3445.700000,2756.560000,0.246575,C,722.922931
2023-02-09,3445.700000,2756.560000,0.246575,P,0.006583
2023-02-09,3445.700000,3101.130000,0.246575,C,385.459463
2023-02-09,3445.700000,3101.130000,0.246575,P,2.891071
2023-02-09,3445.700000,3445.700000,0.246575,C,111.209938
2023-02-09,3445.700000,3445.700000,0.246575,P,68.989503
2023-02-09,3445.700000,3790.270000,0.246575,C,11.050989
2023-02-09,3445.700000,3790.270000,0.246575,P,309.178511
2023-02-09,3445.700000,4134.840000,0.246575,C,0.327034
2023-02-09,3445.700000,4134.840000,0.246575,P,638.802512
2023-02-09,3445.700000,2756.560000,0.493151,C,756.570616
2023-02-09,3445.700000,2756.560000,0.493151,P,0.291784
2023-02-09,3445.700000,3101.130000,0.493151,C,430.491077
2023-02-09,3445.700000,3101.130000,0.493151,P,10.389891
2023-02-09,3445.700000,3445.700000,0.493151,C,170.810864
2023-02-09,3445.700000,3445.700000,0.493151,P,86.887324
2023-02-09,3445.700000,3790.270000,0.493151,C,41.377367
2023-02-09,3445.700000,3790.270000,0.493151,P,293.631473
2023-02-09,3445.700000,4134.840000,0.493151,C,5.938896
2023-02-09,3445.700000,4134.840000,0.493151,P,594.370648
2023-02-13,3469.770000,2775.816000,0.082192,C,705.338055
2023-02-13,3469.770000,2775.816000,0.082192,P,0.000000
2023-02-13,3469.770000,3122.793000,0.082192,C,359.839501
2023-02-13,3469.770000,3122.793000,0.082192,P,0.055439
2023-02-13,3469.770000,3469.770000,0.082192,C,58.729910
2023-02-13,3469.770000,3469.770000,0.082192,P,44.499841
2023-02-13,3469.770000,3816.747000,0.082192,C,0.306945
2023-02-13,3469.770000,3816.747000,0.082192,P,331.630869
2023-02-13,3469.770000,4163.724000,0.082192,C,0.000020
2023-02-13,3469.770000,4163.724000,0.082192,P,676.877937
2023-02-13,3469.770000,2775.816000,0.246575,C,727.972238
2023-02-13,3469.770000,2775.816000,0.246575,P,0.005945
2023-02-13,3469.770000,3122.793000,0.246575,C,388.037597
2023-02-13,3469.770000,3122.793000,0.246575,P,2.796767
2023-02-13,3469.770000,3469.770000,0.246575,C,111.359333
2023-02-13,3469.770000,3469.770000,0.246575,P,68.843966
2023-02-13,3469.770000,3816.747000,0.246575,C,10.826980
2023-02-13,3469.770000,3816.747000,0.246575,P,311.037076
2023-02-13,3469.770000,4163.724000,0.246575,C,0.306286
2023-02-13,3469.770000,4163.724000,0.246575,P,643.241846
2023-02-13,3469.770000,2775.816000,0.493151,C,761.834882
2023-02-13,3469.770000,2775.816000,0.493151,P,0.273051
2023-02-13,3469.770000,3122.793000,0.493151,C,433.202962
2023-02-13,3469.770000,3122.793000,0.493151,P,10.167152
2023-02-13,3469.770000,3469.770000,0.493151,C,171.138525
2023-02-13,3469.770000,3469.770000,0.493151,P,86.628735
2023-02-13,3469.770000,3816.747000,0.493151,C,40.948083
2023-02-13,3469.770000,3816.747000,0.493151,P,294.964315
2023-02-13,3469.770000,4163.724000,0.493151,C,5.755791
2023-02-13,3469.770000,4163.724000,0.493151,P,598.298043
