Date,Open,High,Low,Close,Adj Close,Volume
2025-04-28,5165.70,5216.47,5165.70,5216.47,5216.47,229540000
2025-04-24,5206.11,5237.25,5189.79,5195.82,5195.82,231830000
2025-04-23,5132.85,5205.58,5132.07,5205.34,5205.34,273750000
2025-04-22,5105.90,5134.40,5086.96,5134.40,5134.40,129010000
2025-04-21,5098.48,5124.96,5097.90,5104.35,5104.35,116560000
2025-04-17,5053.41,5070.98,5026.16,5061.52,5061.52,277970000
2025-04-16,5079.81,5080.22,5032.21,5053.41,5053.41,238800000
2025-04-15,5055.51,5079.31,5037.26,5078.26,5078.26,214160000
2025-04-14,4969.12,5056.28,4969.12,5056.28,5056.28,167730000
2025-04-10,4896.75,5031.03,4896.34,4974.07,4974.07,307540000
2025-04-09,4890.33,4920.58,4795.29,4892.88,4892.88,182080000
2025-04-08,4801.33,4908.27,4800.88,4890.33,4890.33,272570000
2025-04-07,4946.06,4946.06,4631.88,4799.01,4799.01,399290000
2025-04-03,5110.69,5112.72,5010.75,5027.23,5027.23,171780000
2025-04-02,5098.56,5131.89,5081.87,5112.24,5112.24,159150000
2025-03-27,5117.34,5121.24,5096.48,5120.43,5120.43,110530000
2025-03-26,5099.32,5122.76,5089.78,5116.56,5116.56,108910000
2025-03-25,5117.22,5133.66,5105.21,5117.11,5117.11,104950000
2025-03-24,5102.89,5125.70,5073.58,5116.45,5116.45,169930000
2025-03-20,5120.97,5144.82,5104.06,5131.36,5131.36,119130000
2025-03-19,5149.13,5158.31,5106.70,5117.11,5117.11,138570000
2025-03-18,5172.94,5214.68,5130.77,5149.13,5149.13,131920000
2025-03-17,5145.23,5179.92,5136.26,5171.40,5171.40,116080000
2025-03-13,5160.20,5191.26,5153.17,5184.82,5184.82,123060000
2025-03-12,5124.15,5159.25,5118.97,5157.12,5157.12,182830000
2025-03-11,5136.08,5151.83,4972.68,5121.84,5121.84,345190000
2025-03-10,5222.62,5240.01,5123.51,5136.08,5136.08,251140000
2025-03-06,5313.16,5328.30,5251.76,5273.75,5273.75,150600000
2025-03-05,5355.42,5358.72,5309.73,5313.16,5313.16,277760000
2025-03-04,5327.60,5360.68,5309.32,5354.65,5354.65,298660000
2025-03-03,5317.63,5339.79,5293.77,5327.60,5327.60,154970000
2025-02-27,5354.29,5370.77,5343.55,5361.10,5361.10,210320000
2025-02-26,5341.66,5358.94,5333.73,5351.98,5351.98,150410000
2025-02-25,5336.41,5347.87,5311.14,5342.43,5342.43,170880000
2025-02-24,5360.02,5387.32,5333.01,5334.87,5334.87,281460000
2025-02-20,5386.33,5396.61,5365.15,5380.21,5380.21,182750000
2025-02-19,5376.05,5393.30,5360.93,5388.64,5388.64,218720000
2025-02-18,5382.85,5398.08,5343.25,5374.50,5374.50,213760000
2025-02-17,5361.96,5386.98,5347.59,5382.85,5382.85,270500000
2025-02-13,5303.40,5333.94,5286.84,5319.20,5319.20,296450000
2025-02-12,5334.22,5334.22,5284.09,5304.17,5304.17,271680000
2025-02-11,5262.08,5336.05,5259.37,5335.76,5335.76,245430000
2025-02-10,5237.62,5280.54,5226.88,5261.31,5261.31,175410000
2025-02-06,5218.16,5260.33,5213.07,5244.83,5244.83,157560000
2025-02-05,5219.08,5228.51,5200.08,5218.93,5218.93,160450000
2025-02-04,5182.76,5230.13,5181.12,5219.08,5219.08,197330000
2025-02-03,5180.37,5192.07,5129.10,5182.76,5182.76,182330000
2025-01-30,5130.12,5171.10,5121.03,5154.97,5154.97,135270000
2025-01-29,5177.50,5184.65,5116.05,5129.35,5129.35,160560000
2025-01-28,5191.65,5218.77,5174.55,5176.73,5176.73,254690000
2025-01-27,5226.31,5246.56,5185.63,5191.65,5191.65,211230000
2025-01-23,5229.29,5256.41,5215.00,5248.56,5248.56,211300000
2025-01-22,5220.26,5246.26,5213.85,5230.83,5230.83,218570000
2025-01-21,5196.95,5232.47,5189.40,5220.26,5220.26,147930000
2025-01-20,5212.50,5229.07,5191.25,5196.18,5196.18,168510000
2025-01-16,5250.09,5260.03,5226.36,5235.83,5235.83,217840000
2025-01-15,5245.55,5259.42,5234.71,5250.86,5250.86,239270000
2025-01-14,5234.81,5248.89,5219.53,5245.55,5245.55,260650000
2025-01-13,5229.09,5259.39,5222.54,5232.50,5232.50,241860000
2025-01-09,5207.79,5248.06,5205.03,5229.34,5229.34,285410000
2025-01-08,5213.93,5229.51,5201.10,5209.33,5209.33,297000000
2025-01-07,5190.70,5233.74,5190.70,5213.93,5213.93,366710000
2025-01-06,5126.74,5191.56,5123.81,5190.70,5190.70,261810000
2025-01-02,5160.21,5174.22,5138.47,5153.35,5153.35,240250000
2024-12-31,5153.24,5169.43,5128.91,5158.67,5158.67,138980000
2024-12-30,5129.64,5162.99,5129.64,5153.24,5153.24,165090000
2024-12-26,5082.91,5122.72,5073.55,5111.98,5111.98,174990000
2024-12-25,5080.36,5101.34,5077.75,5083.68,5083.68,170570000
2024-12-24,5057.10,5086.28,5039.96,5080.36,5080.36,157410000
2024-12-23,5057.30,5086.74,5046.74,5056.33,5056.33,148490000
2024-12-19,5037.07,5052.46,4990.36,5046.55,5046.55,168930000
